T	NOAA NCDC DAILY FSOD AWND
julian_day	mph
   6.0723868E-41	    7.000000    
   6.0725269E-41	    8.900001    
   6.0726670E-41	    8.400001    
   6.0728072E-41	    8.100000    
   6.0729473E-41	    6.700000    
   6.0730874E-41	    5.900000    
   6.0732275E-41	    4.300000    
   6.0733677E-41	    6.900000    
   6.0735078E-41	    9.600000    
   6.0736479E-41	    7.100000    
   6.0737881E-41	    7.700000    
   6.0739282E-41	    6.700000    
   6.0740683E-41	    5.800000    
   6.0742085E-41	    5.200000    
   6.0743486E-41	    4.900000    
   6.0744887E-41	    5.100000    
   6.0746288E-41	    6.700000    
   6.0747690E-41	    5.500000    
   6.0749091E-41	    6.300000    
   6.0750492E-41	    5.000000    
   6.0751894E-41	   10.000000    
   6.0753295E-41	    6.500000    
   6.0754696E-41	    8.300000    
   6.0756098E-41	    6.300000    
   6.0757499E-41	    5.000000    
   6.0758900E-41	    4.500000    
   6.0760301E-41	    3.600000    
   6.0761703E-41	    5.600000    
   6.0763104E-41	    4.300000    
   6.0764505E-41	    6.100000    
   6.0765907E-41	    5.300000    
   6.0767308E-41	    6.600000    
   6.0768709E-41	    6.600000    
   6.0770111E-41	    7.100000    
   6.0771512E-41	    7.600000    
   6.0772913E-41	    6.600000    
   6.0774314E-41	    4.400000    
   6.0775716E-41	    6.300000    
   6.0777117E-41	    4.600000    
   6.0778518E-41	    5.100000    
   6.0779920E-41	    5.300000    
   6.0781321E-41	    6.400000    
   6.0782722E-41	    7.800000    
   6.0784123E-41	    4.700000    
   6.0785525E-41	    3.600000    
   6.0786926E-41	    13.50000    
   6.0788327E-41	    13.00000    
   6.0789729E-41	    7.600000    
   6.0791130E-41	    4.400000    
   6.0792531E-41	    4.800000    
   6.0793933E-41	    4.600000    
   6.0795334E-41	    6.900000    
   6.0796735E-41	    7.100000    
   6.0798136E-41	    5.600000    
   6.0799538E-41	    6.600000    
   6.0800939E-41	    13.20000    
   6.0802340E-41	    7.200000    
   6.0803742E-41	    2.700000    
   6.0805143E-41	    6.300000    
   6.0806544E-41	    4.600000    
   6.0807946E-41	    3.500000    
   6.0809347E-41	    3.200000    
   6.0810748E-41	    4.800000    
   6.0812149E-41	    5.800000    
   6.0813551E-41	    4.400000    
   6.0814952E-41	    4.400000    
   6.0816353E-41	    5.000000    
   6.0817755E-41	    5.600000    
   6.0819156E-41	    3.500000    
   6.0820557E-41	    4.500000    
   6.0821959E-41	    2.600000    
   6.0823360E-41	    5.000000    
   6.0824761E-41	    6.300000    
   6.0826162E-41	    6.600000    
   6.0827564E-41	    3.900000    
   6.0828965E-41	    8.100000    
   6.0830366E-41	    9.100000    
   6.0831768E-41	    8.800000    
   6.0833169E-41	    7.300000    
   6.0834570E-41	    4.100000    
   6.0835972E-41	    12.20000    
   6.0837373E-41	    6.500000    
   6.0838774E-41	    7.300000    
   6.0840175E-41	    6.000000    
   6.0841577E-41	    12.90000    
   6.0842978E-41	    6.700000    
   6.0844379E-41	    11.30000    
   6.0845781E-41	    12.80000    
   6.0847182E-41	    10.30000    
   6.0848583E-41	    11.10000    
   6.0849985E-41	    8.100000    
   6.0851386E-41	    11.00000    
   6.0852787E-41	    5.300000    
   6.0854188E-41	    7.200000    
   6.0855590E-41	    7.300000    
   6.0856991E-41	    8.800000    
   6.0858392E-41	    14.00000    
   6.0859794E-41	    17.50000    
   6.0861195E-41	    13.10000    
   6.0862596E-41	    12.90000    
   6.0863997E-41	    8.000000    
   6.0865399E-41	    3.000000    
   6.0866800E-41	    9.600000    
   6.0868201E-41	    13.90000    
   6.0869603E-41	    16.40000    
   6.0871004E-41	    13.90000    
   6.0872405E-41	    18.50000    
   6.0873807E-41	    10.40000    
   6.0875208E-41	    3.500000    
   6.0876609E-41	    4.700000    
   6.0878010E-41	    4.400000    
   6.0879412E-41	    6.400000    
   6.0880813E-41	    7.700000    
   6.0882214E-41	    6.100000    
   6.0883616E-41	    3.400000    
   6.0885017E-41	    5.200000    
   6.0886418E-41	    4.400000    
   6.0887820E-41	    6.600000    
   6.0889221E-41	    4.400000    
   6.0890622E-41	    4.200000    
   6.0892023E-41	    4.900000    
   6.0893425E-41	    3.700000    
   6.0894826E-41	    6.900000    
   6.0896227E-41	    14.90000    
   6.0897629E-41	    9.900001    
   6.0899030E-41	    16.50000    
   6.0900431E-41	    11.60000    
   6.0901833E-41	    6.600000    
   6.0903234E-41	    6.300000    
   6.0904635E-41	    11.40000    
   6.0906036E-41	    12.50000    
   6.0907438E-41	    25.90000    
   6.0908839E-41	    23.00000    
   6.0910240E-41	    14.00000    
   6.0911642E-41	    9.200000    
   6.0913043E-41	    12.60000    
   6.0914444E-41	    13.10000    
   6.0915846E-41	    10.20000    
   6.0917247E-41	    12.20000    
   6.0918648E-41	    12.00000    
   6.0920049E-41	   10.000000    
   6.0921451E-41	    13.30000    
   6.0922852E-41	    14.80000    
   6.0924253E-41	    14.60000    
   6.0925655E-41	    8.200000    
   6.0927056E-41	    5.800000    
   6.0928457E-41	    9.200000    
   6.0929859E-41	    11.80000    
   6.0931260E-41	    8.500000    
   6.0932661E-41	    4.200000    
   6.0934062E-41	    4.900000    
   6.0935464E-41	    3.800000    
   6.0936865E-41	    5.200000    
   6.0938266E-41	    2.600000    
   6.0939668E-41	    6.600000    
   6.0941069E-41	    8.800000    
   6.0942470E-41	    10.40000    
   6.0943872E-41	    8.400001    
   6.0945273E-41	    5.500000    
   6.0946674E-41	    8.000000    
   6.0948075E-41	    9.600000    
   6.0949477E-41	    5.600000    
   6.0950878E-41	    5.800000    
   6.0952279E-41	    4.800000    
   6.0953681E-41	    8.100000    
   6.0955082E-41	    6.300000    
   6.0956483E-41	    5.700000    
   6.0957884E-41	    10.10000    
   6.0959286E-41	    12.00000    
   6.0960687E-41	    7.200000    
   6.0962088E-41	    3.800000    
   6.0963490E-41	    9.700000    
   6.0964891E-41	    6.600000    
   6.0966292E-41	    5.800000    
   6.0967694E-41	    8.000000    
   6.0969095E-41	    5.000000    
   6.0970496E-41	    7.700000    
   6.0971897E-41	    3.000000    
   6.0973299E-41	    3.700000    
   6.0974700E-41	    4.600000    
   6.0976101E-41	    4.800000    
   6.0977503E-41	    4.700000    
   6.0978904E-41	    12.60000    
   6.0980305E-41	    6.700000    
   6.0981707E-41	    4.400000    
   6.0983108E-41	    5.000000    
   6.0984509E-41	    4.200000    
   6.0985910E-41	    6.900000    
   6.0987312E-41	    4.200000    
   6.0988713E-41	    6.900000    
   6.0990114E-41	    7.200000    
   6.0991516E-41	    4.900000    
   6.0992917E-41	    6.700000    
   6.0994318E-41	    8.900001    
   6.0995720E-41	    6.000000    
   6.0997121E-41	    4.600000    
   6.0998522E-41	    7.800000    
   6.0999923E-41	    8.200000    
   6.1001325E-41	    4.700000    
   6.1002726E-41	    3.600000    
   6.1004127E-41	    3.000000    
   6.1005529E-41	    5.600000    
   6.1006930E-41	    6.600000    
   6.1008331E-41	    5.900000    
   6.1009733E-41	    7.700000    
   6.1011134E-41	    5.200000    
   6.1012535E-41	    3.500000    
   6.1013936E-41	    5.900000    
   6.1015338E-41	    10.90000    
   6.1016739E-41	    7.100000    
   6.1018140E-41	    10.70000    
   6.1019542E-41	    10.10000    
   6.1020943E-41	    11.40000    
   6.1022344E-41	    8.400001    
   6.1023746E-41	    12.30000    
   6.1025147E-41	    9.600000    
   6.1026548E-41	    6.300000    
   6.1027949E-41	    8.700000    
   6.1029351E-41	    4.200000    
   6.1030752E-41	    5.000000    
   6.1032153E-41	    4.100000    
   6.1033555E-41	    10.80000    
   6.1034956E-41	    8.200000    
   6.1036357E-41	    6.200000    
   6.1037759E-41	    8.700000    
   6.1039160E-41	   10.000000    
   6.1040561E-41	    6.300000    
   6.1041962E-41	    6.900000    
   6.1043364E-41	    13.70000    
   6.1044765E-41	    3.800000    
   6.1046166E-41	    4.500000    
   6.1047568E-41	    3.800000    
   6.1048969E-41	    5.700000    
   6.1050370E-41	    8.100000    
   6.1051771E-41	    4.100000    
   6.1053173E-41	    5.200000    
   6.1054574E-41	    5.200000    
   6.1055975E-41	    4.400000    
   6.1057377E-41	    7.400000    
   6.1058778E-41	    5.400000    
   6.1060179E-41	    3.800000    
   6.1061581E-41	    5.600000    
   6.1062982E-41	    7.700000    
   6.1064383E-41	    7.400000    
   6.1065784E-41	    3.100000    
   6.1067186E-41	    3.100000    
   6.1068587E-41	    6.300000    
   6.1069988E-41	    8.800000    
   6.1071390E-41	    9.700000    
   6.1072791E-41	    8.400001    
   6.1074192E-41	    8.000000    
   6.1075594E-41	    8.700000    
   6.1076995E-41	    9.800000    
   6.1078396E-41	    5.800000    
   6.1079797E-41	    5.900000    
   6.1081199E-41	    9.800000    
   6.1082600E-41	    4.800000    
   6.1084001E-41	    5.800000    
   6.1085403E-41	    4.800000    
   6.1086804E-41	    5.600000    
   6.1088205E-41	    3.500000    
   6.1089607E-41	    7.500000    
   6.1091008E-41	    11.40000    
   6.1092409E-41	    7.300000    
   6.1093810E-41	    6.500000    
   6.1095212E-41	    8.800000    
   6.1096613E-41	    6.300000    
   6.1098014E-41	    5.900000    
   6.1099416E-41	    6.300000    
   6.1100817E-41	    5.600000    
   6.1102218E-41	    6.700000    
   6.1103620E-41	    6.000000    
   6.1105021E-41	    9.600000    
   6.1106422E-41	    6.800000    
   6.1107823E-41	    4.700000    
   6.1109225E-41	    8.000000    
   6.1110626E-41	    12.20000    
   6.1112027E-41	    10.30000    
   6.1113429E-41	    6.700000    
   6.1114830E-41	    5.300000    
   6.1116231E-41	    8.600000    
   6.1117633E-41	    9.700000    
   6.1119034E-41	    9.600000    
   6.1120435E-41	    6.500000    
   6.1121836E-41	    8.400001    
   6.1123238E-41	    7.600000    
   6.1124639E-41	    5.300000    
   6.1126040E-41	    6.600000    
   6.1127442E-41	    5.500000    
   6.1128843E-41	    6.000000    
   6.1130244E-41	    7.100000    
   6.1131646E-41	    9.100000    
   6.1133047E-41	    7.500000    
   6.1134448E-41	    7.300000    
   6.1135849E-41	    6.300000    
   6.1137251E-41	    8.400001    
   6.1138652E-41	    8.100000    
   6.1140053E-41	    5.900000    
   6.1141455E-41	    7.200000    
   6.1142856E-41	    7.700000    
   6.1144257E-41	    7.200000    
   6.1145658E-41	    6.100000    
   6.1147060E-41	    8.000000    
   6.1148461E-41	    9.700000    
   6.1149862E-41	    6.200000    
   6.1151264E-41	    7.500000    
   6.1152665E-41	    8.800000    
   6.1154066E-41	    9.200000    
   6.1155468E-41	    6.700000    
   6.1156869E-41	    6.500000    
   6.1158270E-41	    6.300000    
   6.1159671E-41	    6.600000    
   6.1161073E-41	    8.700000    
   6.1162474E-41	    8.900001    
   6.1163875E-41	    6.600000    
   6.1165277E-41	    7.300000    
   6.1166678E-41	    7.400000    
   6.1168079E-41	    6.900000    
   6.1169481E-41	    7.200000    
   6.1170882E-41	    7.500000    
   6.1172283E-41	    8.400001    
   6.1173684E-41	    4.900000    
   6.1175086E-41	    9.700000    
   6.1176487E-41	    6.700000    
   6.1177888E-41	    5.300000    
   6.1179290E-41	    6.300000    
   6.1180691E-41	    7.400000    
   6.1182092E-41	    9.400001    
   6.1183494E-41	    8.800000    
   6.1184895E-41	    7.600000    
   6.1186296E-41	    5.700000    
   6.1187697E-41	    9.600000    
   6.1189099E-41	    9.900001    
   6.1190500E-41	    9.100000    
   6.1191901E-41	    8.100000    
   6.1193303E-41	    8.900001    
   6.1194704E-41	    9.600000    
   6.1196105E-41	    7.400000    
   6.1197507E-41	    8.000000    
   6.1198908E-41	   10.000000    
   6.1200309E-41	    10.30000    
   6.1201710E-41	    8.800000    
   6.1203112E-41	    8.500000    
   6.1204513E-41	    6.700000    
   6.1205914E-41	    6.500000    
   6.1207316E-41	    7.300000    
   6.1208717E-41	    10.10000    
   6.1210118E-41	    6.500000    
   6.1211520E-41	    6.200000    
   6.1212921E-41	    7.000000    
   6.1214322E-41	    10.40000    
   6.1215723E-41	    10.30000    
   6.1217125E-41	    5.900000    
   6.1218526E-41	    8.300000    
   6.1219927E-41	    7.400000    
   6.1221329E-41	    9.800000    
   6.1222730E-41	    5.600000    
   6.1224131E-41	    7.800000    
   6.1225533E-41	    6.100000    
   6.1226934E-41	    7.100000    
   6.1228335E-41	    10.10000    
   6.1229736E-41	    7.100000    
   6.1231138E-41	    9.100000    
   6.1232539E-41	    6.100000    
   6.1233940E-41	    7.800000    
   6.1235342E-41	    6.900000    
   6.1236743E-41	    7.000000    
   6.1238144E-41	    8.900001    
   6.1239545E-41	    6.800000    
   6.1240947E-41	    5.800000    
   6.1246552E-41	    7.500000    
   6.1247953E-41	    7.600000    
   6.1249355E-41	    5.600000    
   6.1250756E-41	    5.200000    
   6.1252157E-41	    8.900001    
   6.1253558E-41	    6.100000    
   6.1254960E-41	    7.400000    
   6.1256361E-41	    8.800000    
   6.1257762E-41	    10.80000    
   6.1259164E-41	    8.900001    
   6.1260565E-41	    6.100000    
   6.1261966E-41	    7.900000    
   6.1263368E-41	    3.800000    
   6.1264769E-41	    5.000000    
   6.1266170E-41	    7.000000    
   6.1267571E-41	    10.20000    
   6.1268973E-41	    6.900000    
   6.1270374E-41	    5.800000    
   6.1271775E-41	    5.400000    
   6.1273177E-41	    3.800000    
   6.1274578E-41	    7.100000    
   6.1275979E-41	    6.000000    
   6.1277381E-41	    5.800000    
   6.1278782E-41	    5.800000    
   6.1280183E-41	    13.10000    
   6.1281584E-41	    6.700000    
   6.1282986E-41	    5.000000    
   6.1284387E-41	    4.700000    
   6.1285788E-41	    5.800000    
   6.1287190E-41	    5.000000    
   6.1288591E-41	    6.800000    
   6.1289992E-41	    5.000000    
   6.1291394E-41	    3.500000    
   6.1292795E-41	    3.900000    
   6.1294196E-41	    5.300000    
   6.1295597E-41	    3.900000    
   6.1296999E-41	    4.300000    
   6.1298400E-41	    5.600000    
   6.1299801E-41	    6.600000    
   6.1301203E-41	    6.900000    
   6.1302604E-41	    3.900000    
   6.1304005E-41	    4.700000    
   6.1305407E-41	    3.900000    
   6.1306808E-41	    11.40000    
   6.1308209E-41	    13.20000    
   6.1309610E-41	    11.30000    
   6.1311012E-41	    6.600000    
   6.1312413E-41	    7.000000    
   6.1313814E-41	    4.900000    
   6.1315216E-41	    4.800000    
   6.1316617E-41	    6.600000    
   6.1318018E-41	    4.500000    
   6.1319420E-41	    4.100000    
   6.1320821E-41	    4.100000    
   6.1322222E-41	    3.300000    
   6.1323623E-41	    6.700000    
   6.1325025E-41	    9.200000    
   6.1326426E-41	    7.000000    
   6.1327827E-41	    5.800000    
   6.1329229E-41	    7.600000    
   6.1330630E-41	    3.800000    
   6.1332031E-41	    7.700000    
   6.1333432E-41	    13.40000    
   6.1334834E-41	    12.10000    
   6.1336235E-41	    7.800000    
   6.1337636E-41	    12.20000    
   6.1339038E-41	    7.800000    
   6.1340439E-41	    6.800000    
   6.1341840E-41	    8.700000    
   6.1343242E-41	    18.00000    
   6.1344643E-41	    10.90000    
   6.1346044E-41	    9.100000    
   6.1347445E-41	    8.700000    
   6.1348847E-41	    10.90000    
   6.1350248E-41	    7.500000    
   6.1351649E-41	    12.60000    
   6.1353051E-41	    8.500000    
   6.1354452E-41	    6.300000    
   6.1355853E-41	    6.900000    
   6.1357255E-41	    11.70000    
   6.1358656E-41	    12.40000    
   6.1360057E-41	    11.90000    
   6.1361458E-41	    15.00000    
   6.1362860E-41	    13.30000    
   6.1364261E-41	    12.70000    
   6.1365662E-41	    4.300000    
   6.1367064E-41	    7.000000    
   6.1368465E-41	    11.20000    
   6.1369866E-41	    4.100000    
   6.1371268E-41	    5.100000    
   6.1372669E-41	    4.900000    
   6.1374070E-41	    11.80000    
   6.1375471E-41	    4.600000    
   6.1376873E-41	    7.800000    
   6.1378274E-41	    12.50000    
   6.1379675E-41	    10.10000    
   6.1381077E-41	    11.60000    
   6.1382478E-41	    2.900000    
   6.1383879E-41	    2.100000    
   6.1385281E-41	    2.500000    
   6.1386682E-41	    3.500000    
   6.1388083E-41	    4.100000    
   6.1389484E-41	    6.600000    
   6.1390886E-41	    7.500000    
   6.1392287E-41	    8.400001    
   6.1393688E-41	    13.50000    
   6.1395090E-41	    15.70000    
   6.1396491E-41	    15.70000    
   6.1397892E-41	    9.500000    
   6.1399294E-41	    4.100000    
   6.1400695E-41	    13.70000    
   6.1402096E-41	    10.60000    
   6.1403497E-41	    15.10000    
   6.1404899E-41	    12.00000    
   6.1406300E-41	    6.600000    
   6.1407701E-41	    4.600000    
   6.1409103E-41	    6.800000    
   6.1410504E-41	    13.30000    
   6.1411905E-41	    7.500000    
   6.1413306E-41	    16.30000    
   6.1414708E-41	    15.00000    
   6.1416109E-41	    6.900000    
   6.1417510E-41	    6.700000    
   6.1418912E-41	    9.300000    
   6.1420313E-41	    10.10000    
   6.1421714E-41	    8.900001    
   6.1423116E-41	    5.500000    
   6.1424517E-41	    6.400000    
   6.1425918E-41	    4.900000    
   6.1427319E-41	    14.80000    
   6.1428721E-41	    11.20000    
   6.1430122E-41	   10.000000    
   6.1431523E-41	    8.400001    
   6.1432925E-41	    6.900000    
   6.1434326E-41	    13.40000    
   6.1435727E-41	    13.10000    
   6.1437129E-41	    15.30000    
   6.1438530E-41	    16.40000    
   6.1439931E-41	    9.500000    
   6.1441332E-41	    8.700000    
   6.1442734E-41	    3.600000    
   6.1444135E-41	    5.900000    
   6.1445536E-41	    4.600000    
   6.1446938E-41	    5.400000    
   6.1448339E-41	    4.800000    
   6.1449740E-41	    6.100000    
   6.1451142E-41	    3.100000    
   6.1452543E-41	    9.300000    
   6.1453944E-41	    4.600000    
   6.1455345E-41	    3.600000    
   6.1456747E-41	    5.300000    
   6.1458148E-41	   10.000000    
   6.1459549E-41	   10.000000    
   6.1460951E-41	    14.10000    
   6.1462352E-41	    29.90000    
   6.1463753E-41	    34.10000    
   6.1465155E-41	    19.50000    
   6.1466556E-41	    10.80000    
   6.1467957E-41	    11.60000    
   6.1469358E-41	    17.20000    
   6.1470760E-41	    22.20000    
   6.1472161E-41	    17.10000    
   6.1473562E-41	    7.800000    
   6.1474964E-41	    2.800000    
   6.1476365E-41	    3.300000    
   6.1477766E-41	    3.900000    
   6.1479168E-41	    3.000000    
   6.1480569E-41	    5.500000    
   6.1481970E-41	    14.90000    
   6.1483371E-41	    18.50000    
   6.1484773E-41	    15.40000    
   6.1486174E-41	    9.200000    
   6.1487575E-41	    9.200000    
   6.1488977E-41	    12.40000    
   6.1490378E-41	    15.80000    
   6.1491779E-41	    10.30000    
   6.1493181E-41	    6.900000    
   6.1494582E-41	    8.200000    
   6.1495983E-41	    7.100000    
   6.1497384E-41	    4.200000    
   6.1498786E-41	    3.900000    
   6.1500187E-41	    11.70000    
   6.1501588E-41	    9.900001    
   6.1502990E-41	    4.200000    
   6.1504391E-41	    19.60000    
   6.1505792E-41	    17.30000    
   6.1507193E-41	    11.00000    
   6.1508595E-41	    9.800000    
   6.1509996E-41	    4.200000    
   6.1511397E-41	    11.70000    
   6.1512799E-41	    8.600000    
   6.1514200E-41	    11.80000    
   6.1515601E-41	    9.700000    
   6.1517003E-41	    15.00000    
   6.1518404E-41	    12.00000    
   6.1519805E-41	    10.30000    
   6.1521206E-41	    9.100000    
   6.1522608E-41	    12.00000    
   6.1524009E-41	    10.40000    
   6.1525410E-41	    3.900000    
   6.1526812E-41	    8.500000    
   6.1528213E-41	    9.800000    
   6.1529614E-41	    5.600000    
   6.1531016E-41	    9.700000    
   6.1532417E-41	    13.40000    
   6.1533818E-41	    8.800000    
   6.1535219E-41	    10.70000    
   6.1536621E-41	    11.80000    
   6.1538022E-41	    8.300000    
   6.1539423E-41	    9.200000    
   6.1540825E-41	    8.200000    
   6.1542226E-41	    9.600000    
   6.1543627E-41	    14.00000    
   6.1545029E-41	    11.20000    
   6.1546430E-41	    8.400001    
   6.1547831E-41	    10.30000    
   6.1549232E-41	    9.400001    
   6.1550634E-41	    7.000000    
   6.1552035E-41	    7.800000    
   6.1553436E-41	    6.000000    
   6.1554838E-41	    20.00000    
   6.1556239E-41	    10.20000    
   6.1557640E-41	    8.200000    
   6.1559042E-41	    6.300000    
   6.1560443E-41	    3.900000    
   6.1561844E-41	    6.200000    
   6.1563245E-41	    7.500000    
   6.1564647E-41	    7.200000    
   6.1566048E-41	    4.900000    
   6.1567449E-41	    4.600000    
   6.1568851E-41	    6.400000    
   6.1570252E-41	    9.300000    
   6.1571653E-41	    4.900000    
   6.1573055E-41	    8.700000    
   6.1574456E-41	    6.300000    
   6.1575857E-41	    4.500000    
   6.1577258E-41	    10.80000    
   6.1578660E-41	    7.300000    
   6.1580061E-41	    4.100000    
   6.1581462E-41	    8.200000    
   6.1582864E-41	    13.50000    
   6.1584265E-41	    9.200000    
   6.1585666E-41	    6.400000    
   6.1587068E-41	    5.300000    
   6.1588469E-41	    6.300000    
   6.1589870E-41	    5.200000    
   6.1591271E-41	    5.100000    
   6.1592673E-41	    5.800000    
   6.1594074E-41	    8.400001    
   6.1595475E-41	    9.700000    
   6.1596877E-41	    9.500000    
   6.1598278E-41	    9.600000    
   6.1599679E-41	    6.900000    
   6.1601080E-41	    6.100000    
   6.1602482E-41	    8.200000    
   6.1603883E-41	    7.300000    
   6.1605284E-41	    7.800000    
   6.1606686E-41	    7.800000    
   6.1608087E-41	    12.00000    
   6.1609488E-41	    9.000000    
   6.1610890E-41	    7.400000    
   6.1612291E-41	    8.300000    
   6.1613692E-41	    5.600000    
   6.1615093E-41	    7.200000    
   6.1616495E-41	    14.50000    
   6.1617896E-41	    9.700000    
   6.1619297E-41	    6.400000    
   6.1620699E-41	    6.200000    
   6.1622100E-41	    7.500000    
   6.1623501E-41	    7.400000    
   6.1624903E-41	    6.200000    
   6.1626304E-41	    5.800000    
   6.1627705E-41	    5.600000    
   6.1629106E-41	    8.700000    
   6.1630508E-41	    6.900000    
   6.1631909E-41	    5.400000    
   6.1633310E-41	    7.100000    
   6.1634712E-41	    6.100000    
   6.1636113E-41	    8.200000    
   6.1637514E-41	    6.200000    
   6.1638916E-41	    8.100000    
   6.1640317E-41	    8.800000    
   6.1641718E-41	    6.900000    
   6.1643119E-41	    5.800000    
   6.1644521E-41	    5.300000    
   6.1645922E-41	    7.700000    
   6.1647323E-41	    6.200000    
   6.1648725E-41	    9.800000    
   6.1650126E-41	    6.200000    
   6.1651527E-41	    7.900000    
   6.1652929E-41	    7.900000    
   6.1654330E-41	    12.20000    
   6.1655731E-41	    7.300000    
   6.1657132E-41	    8.700000    
   6.1658534E-41	    11.00000    
   6.1659935E-41	    8.800000    
   6.1661336E-41	    6.600000    
   6.1662738E-41	    7.000000    
   6.1664139E-41	    10.70000    
   6.1665540E-41	    6.100000    
   6.1666942E-41	    5.200000    
   6.1668343E-41	    5.800000    
   6.1669744E-41	    11.80000    
   6.1671145E-41	    8.000000    
   6.1672547E-41	    7.100000    
   6.1673948E-41	    9.000000    
   6.1675349E-41	    8.000000    
   6.1676751E-41	    8.800000    
   6.1678152E-41	    8.400001    
   6.1679553E-41	    8.900001    
   6.1680955E-41	    8.600000    
   6.1682356E-41	    5.700000    
   6.1683757E-41	    5.900000    
   6.1685158E-41	    6.900000    
   6.1686560E-41	    6.800000    
   6.1687961E-41	    7.200000    
   6.1689362E-41	    9.200000    
   6.1690764E-41	    6.300000    
   6.1692165E-41	    8.600000    
   6.1693566E-41	    6.900000    
   6.1694967E-41	    6.800000    
   6.1696369E-41	    8.300000    
   6.1697770E-41	    8.200000    
   6.1699171E-41	    10.60000    
   6.1700573E-41	   10.000000    
   6.1701974E-41	    9.600000    
   6.1703375E-41	    8.700000    
   6.1704777E-41	    8.600000    
   6.1706178E-41	    5.100000    
   6.1707579E-41	    6.900000    
   6.1708980E-41	    7.200000    
   6.1710382E-41	    4.000000    
   6.1711783E-41	    6.900000    
   6.1713184E-41	    6.700000    
   6.1714586E-41	    8.900001    
   6.1715987E-41	    6.500000    
   6.1717388E-41	    6.200000    
   6.1718790E-41	    7.300000    
   6.1720191E-41	    8.400001    
   6.1721592E-41	    8.300000    
   6.1722993E-41	    9.500000    
   6.1724395E-41	    9.000000    
   6.1725796E-41	    9.100000    
   6.1727197E-41	    8.900001    
   6.1728599E-41	    7.400000    
   6.1730000E-41	    6.900000    
   6.1731401E-41	    7.300000    
   6.1732803E-41	    8.400001    
   6.1734204E-41	    6.800000    
   6.1735605E-41	    6.800000    
   6.1737006E-41	    10.10000    
   6.1738408E-41	    8.300000    
   6.1739809E-41	    7.000000    
   6.1741210E-41	    5.600000    
   6.1742612E-41	    10.80000    
   6.1744013E-41	    5.700000    
   6.1745414E-41	    7.300000    
   6.1746816E-41	    6.000000    
   6.1748217E-41	    7.500000    
   6.1749618E-41	    8.000000    
   6.1751019E-41	    6.400000    
   6.1752421E-41	    6.500000    
   6.1753822E-41	    7.200000    
   6.1755223E-41	    6.800000    
   6.1756625E-41	    5.600000    
   6.1758026E-41	    5.900000    
   6.1759427E-41	    8.100000    
   6.1760829E-41	    7.500000    
   6.1762230E-41	    8.100000    
   6.1763631E-41	    5.400000    
   6.1765032E-41	    6.600000    
   6.1766434E-41	    5.800000    
   6.1767835E-41	    5.800000    
   6.1769236E-41	    15.60000    
   6.1770638E-41	    6.500000    
   6.1772039E-41	    7.200000    
   6.1773440E-41	    6.300000    
   6.1774842E-41	    4.700000    
   6.1776243E-41	    2.400000    
   6.1777644E-41	    6.800000    
   6.1779045E-41	    10.10000    
   6.1780447E-41	    9.000000    
   6.1781848E-41	    5.800000    
   6.1783249E-41	    6.900000    
   6.1784651E-41	    4.800000    
   6.1786052E-41	    7.600000    
   6.1787453E-41	    7.100000    
   6.1788854E-41	    4.800000    
   6.1790256E-41	    3.900000    
   6.1791657E-41	    6.700000    
   6.1793058E-41	    4.400000    
   6.1794460E-41	    7.500000    
   6.1795861E-41	    6.100000    
   6.1797262E-41	    9.000000    
   6.1798664E-41	    8.300000    
   6.1800065E-41	    4.200000    
   6.1801466E-41	    6.100000    
   6.1802867E-41	    3.600000    
   6.1804269E-41	    4.300000    
   6.1805670E-41	    5.300000    
   6.1807071E-41	    4.500000    
   6.1808473E-41	    4.000000    
   6.1809874E-41	    3.400000    
   6.1811275E-41	    4.000000    
   6.1812677E-41	    5.800000    
   6.1814078E-41	    5.700000    
   6.1815479E-41	    7.400000    
   6.1816880E-41	    7.200000    
   6.1818282E-41	    6.800000    
   6.1819683E-41	    5.300000    
   6.1821084E-41	    3.000000    
   6.1822486E-41	    8.400001    
   6.1823887E-41	    7.800000    
   6.1825288E-41	    7.600000    
   6.1826690E-41	    8.400001    
   6.1828091E-41	    11.60000    
   6.1829492E-41	    14.60000    
   6.1830893E-41	    13.30000    
   6.1832295E-41	    7.500000    
   6.1833696E-41	    8.200000    
   6.1835097E-41	    10.80000    
   6.1836499E-41	    5.800000    
   6.1837900E-41	    4.400000    
   6.1839301E-41	    5.600000    
   6.1840703E-41	    5.800000    
   6.1842104E-41	    11.70000    
   6.1843505E-41	    8.300000    
   6.1844906E-41	    3.900000    
   6.1846308E-41	    6.300000    
   6.1847709E-41	    11.40000    
   6.1849110E-41	    6.300000    
   6.1850512E-41	    16.20000    
   6.1851913E-41	    4.500000    
   6.1853314E-41	    13.60000    
   6.1854716E-41	    9.800000    
   6.1856117E-41	    10.70000    
   6.1857518E-41	    11.50000    
   6.1858919E-41	    11.10000    
   6.1860321E-41	    9.500000    
   6.1861722E-41	    4.400000    
   6.1863123E-41	    4.800000    
   6.1864525E-41	    3.600000    
   6.1865926E-41	    4.800000    
   6.1867327E-41	    4.200000    
   6.1868728E-41	    4.800000    
   6.1870130E-41	    5.800000    
   6.1871531E-41	    5.500000    
   6.1872932E-41	    7.900000    
   6.1874334E-41	    12.70000    
   6.1875735E-41	   10.000000    
   6.1877136E-41	    7.600000    
