T	NOAA NCDC DAILY FSOD AWND
julian_day	mph
   6.2591799E-41	    5.000000    
   6.2593200E-41	    7.800000    
   6.2594601E-41	    5.800000    
   6.2596002E-41	    6.900000    
   6.2597404E-41	    8.100000    
   6.2598805E-41	    10.60000    
   6.2600206E-41	    6.900000    
   6.2601608E-41	    9.300000    
   6.2603009E-41	    8.000000    
   6.2604410E-41	    6.300000    
   6.2605811E-41	    5.400000    
   6.2607213E-41	    10.70000    
   6.2608614E-41	    8.900001    
   6.2610015E-41	    6.800000    
   6.2611417E-41	    7.200000    
   6.2612818E-41	    5.200000    
   6.2614219E-41	    7.800000    
   6.2615621E-41	    7.000000    
   6.2617022E-41	    9.100000    
   6.2618423E-41	    10.30000    
   6.2619824E-41	    7.900000    
   6.2621226E-41	    7.800000    
   6.2622627E-41	    4.600000    
   6.2624028E-41	    4.000000    
   6.2625430E-41	    5.100000    
   6.2626831E-41	    4.900000    
   6.2628232E-41	    4.500000    
   6.2629634E-41	    8.300000    
   6.2631035E-41	    8.700000    
   6.2632436E-41	    7.700000    
   6.2633837E-41	    7.700000    
   6.2635239E-41	    5.800000    
   6.2636640E-41	    8.200000    
   6.2638041E-41	    9.000000    
   6.2639443E-41	    7.100000    
   6.2640844E-41	    10.80000    
   6.2642245E-41	    7.700000    
   6.2643647E-41	    6.100000    
   6.2645048E-41	    6.100000    
   6.2646449E-41	    6.500000    
   6.2647850E-41	    8.500000    
   6.2649252E-41	    7.100000    
   6.2650653E-41	    5.200000    
   6.2652054E-41	    8.500000    
   6.2653456E-41	    11.30000    
   6.2654857E-41	    9.500000    
   6.2656258E-41	    10.90000    
   6.2657660E-41	    6.600000    
   6.2659061E-41	    6.600000    
   6.2660462E-41	    5.400000    
   6.2661863E-41	    7.200000    
   6.2663265E-41	    7.500000    
   6.2664666E-41	    8.100000    
   6.2666067E-41	    9.500000    
   6.2667469E-41	    6.900000    
   6.2668870E-41	    5.600000    
   6.2670271E-41	    6.000000    
   6.2671673E-41	    10.50000    
   6.2673074E-41	    12.50000    
   6.2674475E-41	    9.400001    
   6.2675876E-41	    11.00000    
   6.2677278E-41	    8.700000    
   6.2678679E-41	    7.700000    
   6.2680080E-41	    2.800000    
   6.2681482E-41	    4.500000    
   6.2682883E-41	    5.100000    
   6.2684284E-41	    5.000000    
   6.2685686E-41	    5.500000    
   6.2687087E-41	    5.300000    
   6.2688488E-41	    5.200000    
   6.2689889E-41	    5.500000    
   6.2691291E-41	    5.200000    
   6.2692692E-41	    4.400000    
   6.2694093E-41	    6.800000    
   6.2695495E-41	    7.300000    
   6.2696896E-41	    11.20000    
   6.2698297E-41	   10.000000    
   6.2699698E-41	    10.40000    
   6.2701100E-41	    10.50000    
   6.2702501E-41	    8.900001    
   6.2703902E-41	    8.600000    
   6.2705304E-41	    7.400000    
   6.2706705E-41	    5.000000    
   6.2708106E-41	    5.800000    
   6.2709508E-41	    7.400000    
   6.2710909E-41	    8.600000    
   6.2712310E-41	    6.300000    
   6.2713711E-41	    7.000000    
   6.2715113E-41	    7.000000    
   6.2716514E-41	    6.800000    
   6.2717915E-41	    8.800000    
   6.2719317E-41	    9.500000    
   6.2720718E-41	    5.500000    
   6.2722119E-41	    7.400000    
   6.2723521E-41	    7.000000    
   6.2724922E-41	    6.500000    
   6.2726323E-41	    7.500000    
   6.2727724E-41	    7.700000    
   6.2729126E-41	    6.900000    
   6.2730527E-41	    7.200000    
   6.2731928E-41	    9.500000    
   6.2733330E-41	    7.800000    
   6.2734731E-41	    7.300000    
   6.2736132E-41	    9.100000    
   6.2737534E-41	    7.500000    
   6.2738935E-41	    9.000000    
   6.2740336E-41	    8.600000    
   6.2741737E-41	    9.200000    
   6.2743139E-41	    7.800000    
   6.2744540E-41	    5.900000    
   6.2745941E-41	    7.200000    
   6.2747343E-41	    8.400001    
   6.2748744E-41	    8.600000    
   6.2750145E-41	    8.400001    
   6.2751547E-41	    8.500000    
   6.2752948E-41	    5.900000    
   6.2754349E-41	    6.900000    
   6.2755750E-41	    7.700000    
   6.2757152E-41	    5.200000    
   6.2758553E-41	    4.900000    
   6.2759954E-41	    5.800000    
   6.2761356E-41	    5.300000    
   6.2762757E-41	    6.900000    
   6.2764158E-41	    5.700000    
   6.2765560E-41	    7.700000    
   6.2766961E-41	    7.500000    
   6.2768362E-41	    8.700000    
   6.2769763E-41	    8.500000    
   6.2771165E-41	    8.300000    
   6.2772566E-41	    4.900000    
   6.2773967E-41	    9.200000    
   6.2775369E-41	    7.600000    
   6.2776770E-41	    8.300000    
   6.2778171E-41	    6.100000    
   6.2779573E-41	    5.100000    
   6.2780974E-41	    4.600000    
   6.2782375E-41	    5.400000    
   6.2783776E-41	    7.000000    
   6.2785178E-41	    5.800000    
   6.2786579E-41	    6.900000    
   6.2787980E-41	    8.300000    
   6.2789382E-41	    7.700000    
   6.2790783E-41	    4.600000    
   6.2792184E-41	    9.500000    
   6.2793585E-41	    5.700000    
   6.2794987E-41	    5.900000    
   6.2796388E-41	    6.800000    
   6.2797789E-41	    6.900000    
   6.2799191E-41	    5.800000    
   6.2800592E-41	    5.800000    
   6.2801993E-41	    4.600000    
   6.2803395E-41	    7.500000    
   6.2804796E-41	    4.100000    
   6.2806197E-41	    6.900000    
   6.2807598E-41	    7.700000    
   6.2809000E-41	    8.100000    
   6.2810401E-41	    8.900001    
   6.2811802E-41	    5.100000    
   6.2813204E-41	    7.300000    
   6.2814605E-41	    4.700000    
   6.2816006E-41	    3.200000    
   6.2817408E-41	    2.500000    
   6.2818809E-41	    4.700000    
   6.2820210E-41	    4.400000    
   6.2821611E-41	    1.700000    
   6.2823013E-41	    5.900000    
   6.2824414E-41	    5.100000    
   6.2825815E-41	    6.300000    
   6.2827217E-41	    11.20000    
   6.2828618E-41	    9.000000    
   6.2830019E-41	    5.300000    
   6.2831421E-41	    3.700000    
   6.2832822E-41	    3.500000    
   6.2834223E-41	    4.200000    
   6.2835624E-41	    4.300000    
   6.2837026E-41	    3.700000    
   6.2838427E-41	    5.900000    
   6.2839828E-41	    5.600000    
   6.2841230E-41	    3.300000    
   6.2842631E-41	    4.300000    
   6.2844032E-41	    11.20000    
   6.2845434E-41	    5.900000    
   6.2846835E-41	    5.200000    
   6.2848236E-41	    5.400000    
   6.2849637E-41	    3.600000    
   6.2851039E-41	    9.700000    
   6.2852440E-41	    8.100000    
   6.2853841E-41	    5.800000    
   6.2855243E-41	    10.30000    
   6.2856644E-41	    8.100000    
   6.2858045E-41	    7.800000    
   6.2859447E-41	    6.100000    
   6.2860848E-41	    11.50000    
   6.2862249E-41	    9.500000    
   6.2863650E-41	    5.400000    
   6.2865052E-41	    3.800000    
   6.2866453E-41	    16.70000    
   6.2867854E-41	    21.30000    
   6.2869256E-41	    12.20000    
   6.2870657E-41	    9.200000    
   6.2872058E-41	    7.800000    
   6.2873459E-41	    4.300000    
   6.2874861E-41	    13.50000    
   6.2876262E-41	    5.400000    
   6.2877663E-41	    3.500000    
   6.2879065E-41	    4.300000    
   6.2880466E-41	    11.40000    
   6.2881867E-41	    7.300000    
   6.2883269E-41	    5.800000    
   6.2884670E-41	    3.600000    
   6.2886071E-41	    6.200000    
   6.2887472E-41	    17.10000    
   6.2888874E-41	    9.200000    
   6.2890275E-41	    7.500000    
   6.2891676E-41	    14.70000    
   6.2893078E-41	    8.100000    
   6.2894479E-41	    4.600000    
   6.2895880E-41	    9.900001    
   6.2897282E-41	    12.10000    
   6.2898683E-41	    14.30000    
   6.2900084E-41	    5.400000    
   6.2901485E-41	    7.100000    
   6.2902887E-41	    4.500000    
   6.2904288E-41	    9.200000    
   6.2905689E-41	    5.800000    
   6.2907091E-41	    6.000000    
   6.2908492E-41	    8.700000    
   6.2909893E-41	    3.400000    
   6.2911295E-41	    5.000000    
   6.2912696E-41	   10.000000    
   6.2914097E-41	    14.30000    
   6.2915498E-41	    7.600000    
   6.2916900E-41	    7.700000    
   6.2918301E-41	    8.900001    
   6.2919702E-41	    6.600000    
   6.2921104E-41	    4.300000    
   6.2922505E-41	    9.000000    
   6.2923906E-41	    14.50000    
   6.2925308E-41	    5.200000    
   6.2926709E-41	    3.200000    
   6.2928110E-41	    3.000000    
   6.2929511E-41	    5.000000    
   6.2930913E-41	    12.80000    
   6.2932314E-41	    8.800000    
   6.2933715E-41	    5.700000    
   6.2935117E-41	    10.20000    
   6.2936518E-41	    8.100000    
   6.2937919E-41	    5.000000    
   6.2939321E-41	    9.300000    
   6.2940722E-41	    8.300000    
   6.2942123E-41	    12.70000    
   6.2943524E-41	    9.200000    
   6.2944926E-41	   10.000000    
   6.2946327E-41	    6.700000    
   6.2947728E-41	    7.000000    
   6.2949130E-41	    8.000000    
   6.2950531E-41	    6.500000    
   6.2951932E-41	   10.000000    
   6.2953334E-41	    6.700000    
   6.2954735E-41	    13.50000    
   6.2956136E-41	    9.200000    
   6.2957537E-41	    8.100000    
   6.2958939E-41	    4.500000    
   6.2960340E-41	    5.300000    
   6.2961741E-41	    6.800000    
   6.2963143E-41	    13.30000    
   6.2964544E-41	    12.60000    
   6.2965945E-41	    5.500000    
   6.2967346E-41	    2.200000    
   6.2968748E-41	    3.900000    
   6.2970149E-41	    3.000000    
   6.2971550E-41	    7.400000    
   6.2972952E-41	    8.500000    
   6.2974353E-41	    8.300000    
   6.2975754E-41	    18.00000    
   6.2977156E-41	    12.30000    
   6.2978557E-41	    12.20000    
   6.2979958E-41	    6.500000    
   6.2981359E-41	    8.000000    
   6.2982761E-41	    15.40000    
   6.2984162E-41	    9.500000    
   6.2985563E-41	    11.80000    
   6.2986965E-41	    10.40000    
   6.2988366E-41	    14.40000    
   6.2989767E-41	    13.50000    
   6.2991169E-41	    11.60000    
   6.2992570E-41	    12.30000    
   6.2993971E-41	    12.90000    
   6.2995372E-41	    8.800000    
   6.2996774E-41	    12.50000    
   6.2998175E-41	    6.300000    
   6.2999576E-41	    4.200000    
   6.3000978E-41	    5.000000    
   6.3002379E-41	    8.600000    
   6.3003780E-41	    7.100000    
   6.3005182E-41	    6.300000    
   6.3006583E-41	    7.400000    
   6.3007984E-41	    7.000000    
   6.3009385E-41	    8.300000    
   6.3010787E-41	    10.60000    
   6.3012188E-41	    9.000000    
   6.3013589E-41	    12.40000    
   6.3014991E-41	    3.200000    
   6.3016392E-41	    5.000000    
   6.3017793E-41	    9.500000    
   6.3019195E-41	    7.000000    
   6.3020596E-41	    4.700000    
   6.3021997E-41	    13.80000    
   6.3023398E-41	    16.10000    
   6.3024800E-41	    7.900000    
   6.3026201E-41	    4.500000    
   6.3027602E-41	    4.500000    
   6.3029004E-41	    11.30000    
   6.3030405E-41	    16.60000    
   6.3031806E-41	    8.500000    
   6.3033208E-41	    8.500000    
   6.3034609E-41	    5.200000    
   6.3036010E-41	    6.200000    
   6.3037411E-41	    5.500000    
   6.3038813E-41	    6.900000    
   6.3040214E-41	    10.90000    
   6.3041615E-41	    4.200000    
   6.3043017E-41	    5.200000    
   6.3044418E-41	    6.700000    
   6.3045819E-41	    3.800000    
   6.3047221E-41	    4.100000    
   6.3048622E-41	    2.300000    
   6.3050023E-41	    3.300000    
   6.3051424E-41	    3.300000    
   6.3052826E-41	    3.800000    
   6.3054227E-41	    4.700000    
   6.3055628E-41	    4.600000    
   6.3057030E-41	    6.500000    
   6.3058431E-41	    4.600000    
   6.3059832E-41	    3.800000    
   6.3061233E-41	    2.700000    
   6.3062635E-41	    3.700000    
   6.3064036E-41	    6.900000    
   6.3065437E-41	    3.700000    
   6.3066839E-41	    4.700000    
   6.3068240E-41	    3.600000    
   6.3069641E-41	    3.900000    
   6.3071043E-41	    6.700000    
   6.3072444E-41	    9.300000    
   6.3073845E-41	    11.20000    
   6.3075246E-41	    8.800000    
   6.3076648E-41	    6.100000    
   6.3078049E-41	    7.200000    
   6.3079450E-41	    4.500000    
   6.3080852E-41	    7.800000    
   6.3082253E-41	    8.700000    
   6.3083654E-41	    10.20000    
   6.3085056E-41	    9.900001    
   6.3086457E-41	    6.500000    
   6.3087858E-41	    3.700000    
   6.3089259E-41	    4.300000    
   6.3090661E-41	    8.300000    
   6.3092062E-41	    2.600000    
   6.3093463E-41	    9.300000    
   6.3094865E-41	    7.600000    
   6.3096266E-41	    11.10000    
   6.3097667E-41	    6.700000    
   6.3099069E-41	    6.700000    
   6.3100470E-41	    13.50000    
   6.3101871E-41	    13.90000    
   6.3103272E-41	    5.000000    
   6.3104674E-41	    6.100000    
   6.3106075E-41	    7.300000    
   6.3107476E-41	    8.700000    
   6.3108878E-41	    6.300000    
   6.3110279E-41	    9.500000    
   6.3111680E-41	    15.00000    
   6.3113082E-41	    4.200000    
   6.3114483E-41	    8.300000    
   6.3115884E-41	    8.600000    
   6.3117285E-41	    6.700000    
   6.3118687E-41	    9.200000    
   6.3120088E-41	    8.900001    
   6.3121489E-41	    5.100000    
   6.3122891E-41	    6.800000    
   6.3124292E-41	    5.700000    
   6.3125693E-41	    6.300000    
   6.3127095E-41	    6.200000    
   6.3128496E-41	    5.800000    
   6.3129897E-41	    8.200000    
   6.3131298E-41	    6.200000    
   6.3132700E-41	    5.600000    
   6.3134101E-41	    11.20000    
   6.3135502E-41	    6.400000    
   6.3136904E-41	    7.500000    
   6.3138305E-41	    7.000000    
   6.3139706E-41	    5.700000    
   6.3141108E-41	    5.600000    
   6.3142509E-41	    4.800000    
   6.3143910E-41	    4.300000    
   6.3145311E-41	    7.200000    
   6.3146713E-41	    6.100000    
   6.3148114E-41	    9.100000    
   6.3149515E-41	    5.800000    
   6.3150917E-41	    6.500000    
   6.3152318E-41	    5.800000    
   6.3153719E-41	    4.500000    
   6.3155120E-41	    5.600000    
   6.3156522E-41	    9.800000    
   6.3157923E-41	    6.900000    
   6.3159324E-41	    7.700000    
   6.3160726E-41	    7.600000    
   6.3162127E-41	    7.800000    
   6.3163528E-41	    6.300000    
   6.3164930E-41	    10.10000    
   6.3166331E-41	    11.20000    
   6.3167732E-41	    9.200000    
   6.3169133E-41	    8.800000    
   6.3170535E-41	    9.300000    
   6.3171936E-41	    8.600000    
   6.3173337E-41	    9.000000    
   6.3174739E-41	    6.700000    
   6.3176140E-41	    9.800000    
   6.3177541E-41	    8.000000    
   6.3178943E-41	    5.200000    
   6.3180344E-41	    6.800000    
   6.3181745E-41	    8.400001    
   6.3183146E-41	    7.600000    
   6.3184548E-41	    6.300000    
   6.3185949E-41	    6.900000    
   6.3187350E-41	    6.900000    
   6.3188752E-41	    7.300000    
   6.3190153E-41	    9.500000    
   6.3191554E-41	    10.70000    
   6.3192956E-41	    9.300000    
   6.3194357E-41	    8.600000    
   6.3195758E-41	    7.900000    
   6.3197159E-41	    6.000000    
   6.3198561E-41	    6.700000    
   6.3199962E-41	    8.000000    
   6.3201363E-41	    7.400000    
   6.3202765E-41	    7.200000    
   6.3204166E-41	    8.100000    
   6.3205567E-41	    7.600000    
   6.3206969E-41	    5.000000    
   6.3208370E-41	    7.300000    
   6.3209771E-41	    8.400001    
   6.3211172E-41	    6.400000    
   6.3212574E-41	    5.700000    
   6.3213975E-41	    7.100000    
   6.3215376E-41	    6.700000    
   6.3216778E-41	    8.600000    
   6.3218179E-41	    9.000000    
   6.3219580E-41	    9.400001    
   6.3220982E-41	    9.200000    
   6.3222383E-41	    7.400000    
   6.3223784E-41	    8.200000    
   6.3225185E-41	    10.20000    
   6.3226587E-41	    8.200000    
   6.3227988E-41	    8.200000    
   6.3229389E-41	    6.200000    
   6.3230791E-41	    6.200000    
   6.3232192E-41	    7.200000    
   6.3233593E-41	    6.200000    
   6.3234995E-41	    7.300000    
   6.3236396E-41	    4.800000    
   6.3237797E-41	    8.000000    
   6.3239198E-41	    9.400001    
   6.3240600E-41	    9.000000    
   6.3242001E-41	    8.500000    
   6.3243402E-41	    8.400001    
   6.3244804E-41	    9.200000    
   6.3246205E-41	    8.900001    
   6.3247606E-41	    4.900000    
   6.3249007E-41	    6.400000    
   6.3250409E-41	    6.200000    
   6.3251810E-41	    8.100000    
   6.3253211E-41	    5.800000    
   6.3254613E-41	    6.700000    
   6.3256014E-41	    5.900000    
   6.3257415E-41	    5.500000    
   6.3258817E-41	    8.400001    
   6.3260218E-41	    7.000000    
   6.3261619E-41	    7.700000    
   6.3263020E-41	    7.700000    
   6.3264422E-41	    6.500000    
   6.3265823E-41	    4.400000    
   6.3267224E-41	    6.900000    
   6.3268626E-41	    11.40000    
   6.3270027E-41	    10.40000    
   6.3271428E-41	    7.800000    
   6.3272830E-41	    6.600000    
   6.3274231E-41	    8.600000    
   6.3275632E-41	    9.200000    
   6.3277033E-41	    8.500000    
   6.3278435E-41	    6.800000    
   6.3279836E-41	    7.900000    
   6.3281237E-41	    6.400000    
   6.3282639E-41	    7.700000    
   6.3284040E-41	    6.400000    
   6.3285441E-41	    7.800000    
   6.3286843E-41	    7.100000    
   6.3288244E-41	    8.600000    
   6.3289645E-41	    6.900000    
   6.3291046E-41	    5.000000    
   6.3292448E-41	    5.200000    
   6.3293849E-41	    7.900000    
   6.3295250E-41	    7.400000    
   6.3296652E-41	    8.200000    
   6.3298053E-41	    7.700000    
   6.3299454E-41	    7.700000    
   6.3300856E-41	    6.100000    
   6.3302257E-41	    5.400000    
   6.3303658E-41	    10.60000    
   6.3305059E-41	    8.600000    
   6.3306461E-41	    8.000000    
   6.3307862E-41	    8.100000    
   6.3309263E-41	    9.900001    
   6.3310665E-41	    6.200000    
   6.3312066E-41	    4.500000    
   6.3313467E-41	    4.600000    
   6.3314869E-41	    6.900000    
   6.3316270E-41	    7.800000    
   6.3317671E-41	    5.600000    
   6.3319072E-41	    4.800000    
   6.3320474E-41	    3.300000    
   6.3321875E-41	    7.900000    
   6.3323276E-41	    5.100000    
   6.3324678E-41	    12.40000    
   6.3326079E-41	    13.40000    
   6.3327480E-41	    6.900000    
   6.3328881E-41	    7.200000    
   6.3330283E-41	    5.700000    
   6.3331684E-41	    5.000000    
   6.3333085E-41	    5.500000    
   6.3334487E-41	    3.600000    
   6.3335888E-41	    5.800000    
   6.3337289E-41	    5.900000    
   6.3338691E-41	    7.800000    
   6.3340092E-41	    6.000000    
   6.3341493E-41	    5.900000    
   6.3342894E-41	    7.300000    
   6.3344296E-41	    6.800000    
   6.3345697E-41	    6.300000    
   6.3347098E-41	    4.600000    
   6.3348500E-41	    4.200000    
   6.3349901E-41	    3.100000    
   6.3351302E-41	    4.500000    
   6.3352704E-41	    8.800000    
   6.3354105E-41	    6.400000    
   6.3355506E-41	    10.50000    
   6.3356907E-41	    10.60000    
   6.3358309E-41	    4.000000    
   6.3359710E-41	    11.80000    
   6.3361111E-41	    11.00000    
   6.3362513E-41	    8.100000    
   6.3363914E-41	    8.300000    
   6.3365315E-41	    9.800000    
   6.3366717E-41	    8.200000    
   6.3368118E-41	    7.600000    
   6.3369519E-41	    6.900000    
   6.3370920E-41	    6.600000    
   6.3372322E-41	    3.800000    
   6.3373723E-41	    8.600000    
   6.3375124E-41	    12.90000    
   6.3376526E-41	    12.30000    
   6.3377927E-41	    12.10000    
   6.3379328E-41	    6.400000    
   6.3380730E-41	    4.500000    
   6.3382131E-41	    9.100000    
   6.3383532E-41	    7.000000    
   6.3384933E-41	    3.800000    
   6.3386335E-41	    8.600000    
   6.3387736E-41	    9.700000    
   6.3389137E-41	    11.30000    
   6.3390539E-41	    3.600000    
   6.3391940E-41	    4.200000    
   6.3393341E-41	    5.800000    
   6.3394743E-41	    6.800000    
   6.3396144E-41	    3.500000    
   6.3397545E-41	    6.000000    
   6.3398946E-41	    4.400000    
   6.3400348E-41	    4.200000    
   6.3401749E-41	    4.700000    
   6.3403150E-41	    7.700000    
   6.3404552E-41	    8.800000    
   6.3405953E-41	    9.100000    
   6.3407354E-41	    16.00000    
   6.3408756E-41	    9.700000    
   6.3410157E-41	    8.500000    
   6.3411558E-41	    21.00000    
   6.3412959E-41	    21.80000    
   6.3414361E-41	    21.10000    
   6.3415762E-41	    9.500000    
   6.3417163E-41	    2.900000    
   6.3418565E-41	    7.700000    
   6.3419966E-41	    6.800000    
   6.3421367E-41	    10.40000    
   6.3422768E-41	    15.30000    
   6.3424170E-41	    14.30000    
   6.3425571E-41	    25.60000    
   6.3426972E-41	    19.20000    
   6.3428374E-41	    21.10000    
   6.3429775E-41	    13.00000    
   6.3431176E-41	    14.40000    
   6.3432578E-41	    10.10000    
   6.3433979E-41	    13.80000    
   6.3435380E-41	    11.10000    
   6.3436781E-41	    4.700000    
   6.3438183E-41	    10.80000    
   6.3439584E-41	    7.900000    
   6.3440985E-41	    5.600000    
   6.3442387E-41	    14.20000    
   6.3443788E-41	    15.50000    
   6.3445189E-41	    4.700000    
   6.3446591E-41	    12.20000    
   6.3447992E-41	    10.20000    
   6.3449393E-41	    9.700000    
   6.3450794E-41	    8.400001    
   6.3452196E-41	    3.900000    
   6.3453597E-41	    3.900000    
   6.3454998E-41	    5.900000    
   6.3456400E-41	    6.100000    
   6.3457801E-41	    13.10000    
   6.3459202E-41	    15.70000    
   6.3460604E-41	    14.30000    
   6.3462005E-41	    13.70000    
   6.3463406E-41	    11.20000    
   6.3464807E-41	    5.100000    
   6.3466209E-41	    6.900000    
   6.3467610E-41	    11.60000    
   6.3469011E-41	    11.00000    
   6.3470413E-41	    16.90000    
   6.3471814E-41	    20.90000    
   6.3473215E-41	    23.20000    
   6.3474617E-41	    19.50000    
   6.3476018E-41	    20.40000    
   6.3477419E-41	    10.70000    
   6.3478820E-41	    12.40000    
   6.3480222E-41	    20.70000    
   6.3481623E-41	    21.60000    
   6.3483024E-41	    15.90000    
   6.3484426E-41	    10.30000    
   6.3485827E-41	    10.40000    
   6.3487228E-41	    13.10000    
   6.3488630E-41	    18.50000    
   6.3490031E-41	    18.60000    
   6.3491432E-41	    16.70000    
   6.3492833E-41	    8.100000    
   6.3494235E-41	    10.30000    
   6.3495636E-41	    11.60000    
   6.3497037E-41	    13.60000    
   6.3498439E-41	    9.300000    
   6.3499840E-41	    8.200000    
   6.3501241E-41	    8.000000    
   6.3502643E-41	    11.60000    
   6.3504044E-41	    7.800000    
   6.3505445E-41	    14.40000    
   6.3506846E-41	    10.50000    
   6.3508248E-41	    6.600000    
   6.3509649E-41	    14.50000    
   6.3511050E-41	    13.80000    
   6.3512452E-41	    18.30000    
   6.3513853E-41	    12.50000    
   6.3515254E-41	    7.300000    
   6.3516655E-41	    19.10000    
   6.3518057E-41	    17.70000    
   6.3519458E-41	    10.70000    
   6.3520859E-41	    7.200000    
   6.3522261E-41	    9.400001    
   6.3523662E-41	    4.700000    
   6.3525063E-41	    5.200000    
   6.3526465E-41	    7.200000    
   6.3527866E-41	    18.90000    
   6.3529267E-41	    21.20000    
   6.3530668E-41	    22.50000    
   6.3532070E-41	    17.20000    
   6.3533471E-41	    11.70000    
   6.3534872E-41	    11.00000    
   6.3536274E-41	    12.70000    
   6.3537675E-41	    6.500000    
   6.3539076E-41	    9.800000    
   6.3540478E-41	    7.400000    
   6.3541879E-41	    9.600000    
   6.3543280E-41	    10.30000    
   6.3544681E-41	    11.00000    
   6.3546083E-41	    16.80000    
   6.3547484E-41	    12.20000    
   6.3548885E-41	    9.900001    
   6.3550287E-41	    17.90000    
   6.3551688E-41	    14.80000    
   6.3553089E-41	    9.200000    
   6.3554491E-41	    5.600000    
   6.3555892E-41	    6.700000    
   6.3557293E-41	    6.400000    
   6.3558694E-41	    10.70000    
   6.3560096E-41	    11.80000    
   6.3561497E-41	    15.70000    
   6.3562898E-41	    17.90000    
   6.3564300E-41	    8.100000    
   6.3565701E-41	    12.10000    
   6.3567102E-41	    8.700000    
   6.3568504E-41	    11.20000    
   6.3569905E-41	    12.60000    
   6.3571306E-41	    4.800000    
   6.3572707E-41	    8.900001    
   6.3574109E-41	    7.900000    
   6.3575510E-41	    5.900000    
   6.3576911E-41	    14.60000    
   6.3578313E-41	    8.900001    
   6.3579714E-41	    5.800000    
   6.3581115E-41	    6.600000    
   6.3582517E-41	    4.600000    
   6.3583918E-41	    3.600000    
   6.3585319E-41	    4.800000    
   6.3586720E-41	    3.400000    
   6.3588122E-41	    7.500000    
   6.3589523E-41	    13.30000    
   6.3590924E-41	    11.40000    
   6.3592326E-41	    8.000000    
   6.3593727E-41	    6.300000    
   6.3595128E-41	    5.600000    
   6.3596530E-41	    6.100000    
   6.3597931E-41	    10.40000    
   6.3599332E-41	    6.500000    
   6.3600733E-41	    12.50000    
   6.3602135E-41	    9.800000    
   6.3603536E-41	    12.70000    
   6.3604937E-41	    6.400000    
   6.3606339E-41	    4.300000    
   6.3607740E-41	    6.500000    
   6.3609141E-41	    5.000000    
   6.3610542E-41	    10.30000    
   6.3611944E-41	   10.000000    
   6.3613345E-41	    11.20000    
   6.3614746E-41	    8.900001    
   6.3616148E-41	    6.700000    
   6.3617549E-41	    12.50000    
   6.3618950E-41	    9.200000    
   6.3620352E-41	    12.00000    
   6.3621753E-41	    11.60000    
   6.3623154E-41	    11.90000    
   6.3624555E-41	    11.70000    
   6.3625957E-41	    11.50000    
   6.3627358E-41	    4.600000    
   6.3628759E-41	    7.800000    
   6.3630161E-41	    9.800000    
   6.3631562E-41	    6.800000    
   6.3632963E-41	    8.400001    
   6.3634365E-41	    3.700000    
   6.3635766E-41	    12.10000    
   6.3637167E-41	    5.900000    
   6.3638568E-41	    6.600000    
   6.3639970E-41	    7.900000    
   6.3641371E-41	    10.50000    
   6.3642772E-41	    6.200000    
   6.3644174E-41	    5.500000    
   6.3645575E-41	    6.300000    
   6.3646976E-41	    9.800000    
   6.3648378E-41	    8.100000    
   6.3649779E-41	    8.800000    
   6.3651180E-41	    5.900000    
   6.3652581E-41	    5.300000    
   6.3653983E-41	    4.900000    
   6.3655384E-41	    5.200000    
   6.3656785E-41	    6.300000    
   6.3658187E-41	    5.900000    
   6.3659588E-41	    8.300000    
   6.3660989E-41	    9.400001    
   6.3662391E-41	    6.700000    
   6.3663792E-41	    10.40000    
   6.3665193E-41	    10.40000    
   6.3666594E-41	    6.600000    
   6.3667996E-41	    4.700000    
   6.3669397E-41	    5.600000    
   6.3670798E-41	    6.000000    
   6.3672200E-41	    7.000000    
   6.3673601E-41	    4.100000    
   6.3675002E-41	    5.500000    
   6.3676404E-41	    8.200000    
   6.3677805E-41	    5.700000    
   6.3679206E-41	    5.200000    
   6.3680607E-41	    5.100000    
   6.3682009E-41	    4.900000    
   6.3683410E-41	    7.600000    
   6.3684811E-41	    9.700000    
   6.3686213E-41	    4.900000    
   6.3687614E-41	    11.30000    
   6.3689015E-41	    4.600000    
   6.3690417E-41	    8.300000    
   6.3691818E-41	    5.900000    
   6.3693219E-41	    3.800000    
   6.3694620E-41	    5.800000    
   6.3696022E-41	    5.800000    
   6.3697423E-41	    5.700000    
   6.3698824E-41	    8.400001    
   6.3700226E-41	    8.400001    
   6.3701627E-41	    11.20000    
   6.3703028E-41	    9.000000    
   6.3704429E-41	    7.800000    
   6.3705831E-41	    8.600000    
   6.3707232E-41	    5.400000    
   6.3708633E-41	    6.200000    
   6.3710035E-41	    8.200000    
   6.3711436E-41	    7.400000    
   6.3712837E-41	    6.300000    
   6.3714239E-41	    5.900000    
   6.3715640E-41	    5.700000    
   6.3717041E-41	    7.100000    
   6.3718442E-41	    8.100000    
   6.3719844E-41	    10.10000    
   6.3721245E-41	    6.100000    
   6.3722646E-41	    8.600000    
   6.3724048E-41	    7.800000    
   6.3725449E-41	    7.200000    
   6.3726850E-41	    6.700000    
   6.3728252E-41	    9.600000    
   6.3729653E-41	    5.800000    
   6.3731054E-41	    8.600000    
   6.3732455E-41	    8.100000    
   6.3733857E-41	    5.800000    
   6.3735258E-41	    6.500000    
   6.3736659E-41	    5.800000    
   6.3738061E-41	    5.000000    
   6.3739462E-41	    5.300000    
   6.3740863E-41	    4.200000    
